Ticket_#,Customer_Complaint,Date,Date_month_year,Time,Received_Via,City,State,Zip_code,Status,Filing_on_Behalf_of_Someone,Complaint_Type,Status_Group,Cleaned_Complaint
369184,Comcast xfinity triple play,26-06-2015,26-Jun-15,6:51:00 PM,Customer Care Call,East Brunswick,New Jersey,8816,Solved,No,Other/Technical,Resolved,comcast xfinity triple play
365648,Billing issues with Comcast,25-06-2015,25-Jun-15,2:50:58 PM,Customer Care Call,East Chicago,Indiana,46312,Solved,Yes,Billing/Charges,Resolved,billing issues with comcast
351497,Comcast Internet,19-06-2015,19-Jun-15,11:42:57 AM,Internet,East Liverpool,Ohio,43920,Solved,No,Other/Technical,Resolved,comcast internet
338674,Comcast outage - Bay Area,13-06-2015,13-Jun-15,2:13:06 AM,Internet,East Palo Alto,California,94303,Open,No,Service/Network,Unresolved,comcast outage  bay area
315759,Comcast of East Windsor NJ Complaint,31-05-2015,31-May-15,3:25:33 PM,Internet,East Windsor,New Jersey,8520,Pending,No,Other/Technical,Unresolved,comcast of east windsor nj complaint
296722,Terrible Comcast service,19-05-2015,19-May-15,11:35:47 AM,Customer Care Call,Eden Prairie,Minnesota,55347,Closed,No,Service/Network,Unresolved,terrible comcast service
315836,Complaint against Comcast for incredibly bad service,31-05-2015,31-May-15,4:47:08 PM,Customer Care Call,Edgewood,Washington,98372,Pending,No,Service/Network,Unresolved,complaint against comcast for incredibly bad service
291175,Data Caps,15-05-2015,15-May-15,2:17:50 AM,Customer Care Call,Edina,Minnesota,55424,Open,No,Other/Technical,Unresolved,data caps
319694,Internet service speed,06-02-2015,06-Feb-15,6:23:49 PM,Customer Care Call,Edmonds,Washington,98020,Closed,Yes,Internet Speed,Unresolved,internet service speed
364449,Comcast xfinity price gouging seniors,25-06-2015,25-Jun-15,12:07:07 PM,Customer Care Call,Egg Harbor City,New Jersey,8215,Solved,No,Other/Technical,Resolved,comcast xfinity price gouging seniors
275612,Misrepresentation of billing,05-06-2015,05-Jun-15,11:18:43 AM,Customer Care Call,El Cerrito,California,94530,Solved,No,Billing/Charges,Resolved,misrepresentation of billing
281211,"Constant non response, or passing to other operator. Supervisers inability to resolve of help. Numerous lies told.",05-08-2015,05-Aug-15,7:02:27 PM,Customer Care Call,El Cerrito,California,94530,Closed,No,Other/Technical,Unresolved,constant non response or passing to other operator supervisers inability to resolve of help numerous lies told
363708,Comcast chronic lies,24-06-2015,24-Jun-15,11:51:56 PM,Customer Care Call,El Cerrito,California,94530,Open,No,Other/Technical,Unresolved,comcast chronic lies
365908,Comcast Internet Only Service,25-06-2015,25-Jun-15,3:31:17 PM,Internet,El Cerrito,California,94530,Open,No,Service/Network,Unresolved,comcast internet only service
222882,Comcast broke 36 month contract by increasing bill...,04-07-2015,04-Jul-15,8:06:42 PM,Customer Care Call,El Dorado Hills,California,95762,Closed,No,Billing/Charges,Unresolved,comcast broke  month contract by increasing bill
367435,unfair billing practices,26-06-2015,26-Jun-15,8:25:31 AM,Internet,Eldersburg,Maryland,21784,Solved,Yes,Billing/Charges,Resolved,unfair billing practices
354805,Installation Charges,21-06-2015,21-Jun-15,6:08:54 PM,Customer Care Call,Elgin,Illinois,60124,Solved,Yes,Billing/Charges,Resolved,installation charges
360640,Comcast Over Charging Bundle PKG,24-06-2015,24-Jun-15,12:35:19 AM,Customer Care Call,Elgin,Illinois,60123,Open,No,Other/Technical,Unresolved,comcast over charging bundle pkg
312797,Comcast/Xfinity Data Allowance,28-05-2015,28-May-15,11:52:24 PM,Internet,Elizabethtown,Kentucky,42701,Pending,No,Other/Technical,Unresolved,comcastxfinity data allowance
363674,pricing,24-06-2015,24-Jun-15,11:31:50 PM,Internet,Elkhart,Indiana,46516,Open,No,Billing/Charges,Unresolved,pricing
363879,60 days to close my account,25-06-2015,25-Jun-15,8:16:34 AM,Internet,Elkhart,Indiana,46516,Solved,No,Other/Technical,Resolved, days to close my account
240793,Fraudulent billing by Comcast.,17-04-2015,17-Apr-15,8:28:01 AM,Internet,Elkins Park,Pennsylvania,19027,Closed,Yes,Billing/Charges,Unresolved,fraudulent billing by comcast
361453,Comcast Failed to Switch our Systems to New Location and Shut Down the Current Location,24-06-2015,24-Jun-15,11:36:18 AM,Internet,Ellicott City,Maryland,21043,Solved,No,Other/Technical,Resolved,comcast failed to switch our systems to new location and shut down the current location
256173,Comcast slamming issue,24-04-2015,24-Apr-15,6:11:23 PM,Internet,Elmhurst,Illinois,60126,Closed,No,Other/Technical,Unresolved,comcast slamming issue
290961,Please stop Broadband bandwidth caps,14-05-2015,14-May-15,7:47:10 PM,Customer Care Call,Emeryville,California,94662,Closed,No,Other/Technical,Unresolved,please stop broadband bandwidth caps
363786,comcast internet in emeryville throttles speed,25-06-2015,25-Jun-15,2:32:11 AM,Internet,Emeryville,California,94608,Pending,No,Internet Speed,Unresolved,comcast internet in emeryville throttles speed
359991,Pricing Concerns,23-06-2015,23-Jun-15,7:59:41 PM,Internet,Encino,California,95051,Open,No,Billing/Charges,Unresolved,pricing concerns
370823,"95 Palmer Road, Enfield NH Internet Pricing",28-06-2015,28-Jun-15,11:36:24 AM,Customer Care Call,Enfield,New Hampshire,3748,Open,Yes,Billing/Charges,Unresolved, palmer road enfield nh internet pricing
359462,"Overpriced, low quality service",23-06-2015,23-Jun-15,5:18:05 PM,Internet,Englewood,Colorado,80113,Solved,No,Service/Network,Resolved,overpriced low quality service
249470,Bundled Service,22-04-2015,22-Apr-15,8:57:24 AM,Internet,Englewood,Florida,34224,Closed,No,Service/Network,Unresolved,bundled service
243193,Comcast customer service and billing complaint,18-04-2015,18-Apr-15,4:26:50 PM,Customer Care Call,Enola,Pennsylvania,17025,Closed,No,Billing/Charges,Unresolved,comcast customer service and billing complaint
266179,Comcast Throttling,30-04-2015,30-Apr-15,12:07:11 PM,Internet,Eugene,Oregon,97405,Closed,No,Other/Technical,Unresolved,comcast throttling
286301,"lack of service, Service call complaint",05-12-2015,05-Dec-15,5:04:42 PM,Customer Care Call,Eugene,Oregon,97404,Solved,Yes,Service/Network,Resolved,lack of service service call complaint
286302,"lack of service, Service call complaint",05-12-2015,05-Dec-15,5:04:45 PM,Customer Care Call,Eugene,Oregon,97404,Closed,Yes,Service/Network,Unresolved,lack of service service call complaint
291730,Comcast fradulent Marketing and billing for internet,15-05-2015,15-May-15,12:48:33 PM,Customer Care Call,Eugene,Oregon,97402,Solved,No,Billing/Charges,Resolved,comcast fradulent marketing and billing for internet
304483,Unreliable service for the past three years,23-05-2015,23-May-15,4:31:57 AM,Customer Care Call,Eugene,Oregon,97401,Solved,No,Service/Network,Resolved,unreliable service for the past three years
358336,Comcast has doubled my internet fee without warning,23-06-2015,23-Jun-15,1:27:29 PM,Internet,Eugene,Oregon,97401,Solved,No,Billing/Charges,Resolved,comcast has doubled my internet fee without warning
363716,Frequent disconnects,24-06-2015,24-Jun-15,11:59:03 PM,Customer Care Call,Eugene,Oregon,97401,Solved,No,Other/Technical,Resolved,frequent disconnects
364369,BILLING ISSUE,25-06-2015,25-Jun-15,11:48:15 AM,Internet,Eustis,Florida,32726,Solved,No,Billing/Charges,Resolved,billing issue
360826,Comcast Unfair Billing Practices,24-06-2015,24-Jun-15,4:17:46 AM,Customer Care Call,Evans,Colorado,80620,Solved,Yes,Billing/Charges,Resolved,comcast unfair billing practices
315602,Comcast deceptive selling billing lack of service - SECOND And EXPANDED COMPLAINT,31-05-2015,31-May-15,10:40:45 AM,Internet,Evans,Georgia,30809,Closed,No,Billing/Charges,Unresolved,comcast deceptive selling billing lack of service  second and expanded complaint
342613,Comcast complaint about internet speed,16-06-2015,16-Jun-15,9:07:25 AM,Customer Care Call,Evans,Georgia,30809,Solved,No,Internet Speed,Resolved,comcast complaint about internet speed
350740,Comcast Billing Issues,18-06-2015,18-Jun-15,9:37:12 PM,Internet,Evans,Georgia,30809,Solved,No,Billing/Charges,Resolved,comcast billing issues
319816,Comcast (Chicago IL),06-02-2015,06-Feb-15,7:09:11 PM,Internet,Evanston,Illinois,60202,Solved,No,Other/Technical,Resolved,comcast chicago il
346686,No Internet for last 6 days and Comcast is not doing anything,17-06-2015,17-Jun-15,5:21:56 PM,Customer Care Call,Everett,Massachusetts,2149,Closed,No,Other/Technical,Unresolved,no internet for last  days and comcast is not doing anything
358340,Comcast Price Gouging,23-06-2015,23-Jun-15,1:28:17 PM,Internet,Everett,Washington,98201,Open,No,Other/Technical,Unresolved,comcast price gouging
364765,Unable to renew IP address,25-06-2015,25-Jun-15,12:43:14 PM,Customer Care Call,Everett,Washington,98201,Solved,No,Other/Technical,Resolved,unable to renew ip address
266217,Comcast,30-04-2015,30-Apr-15,12:17:37 PM,Customer Care Call,Export,Pennsylvania,15632,Closed,No,Other/Technical,Unresolved,comcast
361326,COMCAST,24-06-2015,24-Jun-15,10:56:18 AM,Customer Care Call,Fairburn,Georgia,30213,Closed,No,Other/Technical,Unresolved,comcast
375039,Comcast Issues,30-06-2015,30-Jun-15,2:53:39 PM,Customer Care Call,Fairfield,California,94533,Pending,No,Other/Technical,Unresolved,comcast issues
281647,Comcast will not service our home,05-09-2015,05-Sep-15,11:22:22 AM,Customer Care Call,Fall City,Washington,98024,Solved,No,Service/Network,Resolved,comcast will not service our home
229552,Comcast/xfinity,04-10-2015,04-Oct-15,5:07:15 PM,Customer Care Call,Fall River,Massachusetts,2723,Closed,No,Other/Technical,Unresolved,comcastxfinity
280454,Comcast Billing and Service Issues,05-08-2015,05-Aug-15,2:22:57 PM,Customer Care Call,Falling Waters,West Virginia,25419,Closed,No,Billing/Charges,Unresolved,comcast billing and service issues
244215,Poor service,20-04-2015,20-Apr-15,10:14:44 AM,Customer Care Call,Falmouth,Massachusetts,2536,Open,No,Service/Network,Unresolved,poor service
342774,Data cap,16-06-2015,16-Jun-15,10:29:45 AM,Customer Care Call,Fayettevile,Georgia,39214,Open,No,Other/Technical,Unresolved,data cap
317954,Comcast,06-01-2015,06-Jan-15,9:46:23 PM,Customer Care Call,Fayetteville,Georgia,30214,Closed,No,Other/Technical,Unresolved,comcast
334864,internet billing,06-11-2015,06-Nov-15,1:38:51 PM,Internet,Feasterville,Pennsylvania,19053,Solved,No,Billing/Charges,Resolved,internet billing
214213,Comcast fluctuating prices,04-02-2015,04-Feb-15,1:05:16 PM,Customer Care Call,Federal Way,Washington,98003,Closed,No,Other/Technical,Unresolved,comcast fluctuating prices
356818,Recurring Comcast service issues and long waits for non-service,22-06-2015,22-Jun-15,6:10:03 PM,Internet,Federal Way,Washington,98093,Solved,No,Service/Network,Resolved,recurring comcast service issues and long waits for nonservice
359812,Multiple billing an dcompetative issues.,23-06-2015,23-Jun-15,7:02:38 PM,Internet,Federal Way,Washington,98023,Pending,No,Billing/Charges,Unresolved,multiple billing an dcompetative issues
239964,Comcast fraudualent billing,16-04-2015,16-Apr-15,4:40:11 PM,Customer Care Call,Ferndale,Michigan,48220,Closed,No,Billing/Charges,Unresolved,comcast fraudualent billing
313367,Comcast Service,29-05-2015,29-May-15,12:41:28 PM,Internet,Flemington,New Jersey,8822,Solved,No,Service/Network,Resolved,comcast service
225770,Re: Internet Too Expensive,04-09-2015,04-Sep-15,9:33:37 AM,Customer Care Call,Flint,Michigan,48505,Closed,No,Other/Technical,Unresolved,re internet too expensive
333020,Charged for Services not provided,06-10-2015,06-Oct-15,3:19:40 PM,Internet,Flint,Michigan,48502,Solved,No,Billing/Charges,Resolved,charged for services not provided
350675,paying for WiFi and its not working,18-06-2015,18-Jun-15,9:04:04 PM,Customer Care Call,Flint,Michigan,48503,Solved,No,Other/Technical,Resolved,paying for wifi and its not working
360281,ISP Data Cap,23-06-2015,23-Jun-15,10:05:49 PM,Internet,Florence,Alabama,35630,Pending,No,Other/Technical,Unresolved,isp data cap
333174,Internet Connection and Speed Issues,06-10-2015,06-Oct-15,4:06:07 PM,Internet,Forest Grove,Oregon,97116,Solved,No,Internet Speed,Resolved,internet connection and speed issues
245155,Comcast internet,20-04-2015,20-Apr-15,3:30:29 PM,Customer Care Call,Forked River,New Jersey,8731,Closed,No,Other/Technical,Unresolved,comcast internet
314727,Comcast Will Not Provide Online Content Without Cable Box,30-05-2015,30-May-15,5:12:31 AM,Internet,Fort Belvoir,Virginia,22060,Pending,No,Other/Technical,Unresolved,comcast will not provide online content without cable box
356202,Internet cap,22-06-2015,22-Jun-15,3:07:00 PM,Customer Care Call,Fort Campbell,Kentucky,42223,Solved,No,Other/Technical,Resolved,internet cap
358138,Lack of reasonable infrastructure close to town,23-06-2015,23-Jun-15,12:37:18 PM,Internet,Fort Collins,Colorado,80521,Closed,Yes,Other/Technical,Unresolved,lack of reasonable infrastructure close to town
360818,Comcast Throttling Speeds,24-06-2015,24-Jun-15,4:10:31 AM,Internet,Fort Collins,Colorado,80525,Pending,Yes,Internet Speed,Unresolved,comcast throttling speeds
363811,comcast,25-06-2015,25-Jun-15,4:31:43 AM,Internet,Fort Collins,Colorado,80521,Solved,No,Other/Technical,Resolved,comcast
369588,Comcast Throttling My Internet,27-06-2015,27-Jun-15,1:39:57 AM,Customer Care Call,Fort Collins,Colorado,80524,Pending,Yes,Other/Technical,Unresolved,comcast throttling my internet
231927,Un able to access my email address after relocae to a new address,13-04-2015,13-Apr-15,11:46:10 AM,Customer Care Call,Fort Lauderdale,Florida,33308,Closed,No,Other/Technical,Unresolved,un able to access my email address after relocae to a new address
242888,Internet speed issues with Comcast and picture freezing issues when watching TV,18-04-2015,18-Apr-15,12:32:19 PM,Customer Care Call,Fort Lauderdale,Florida,33319,Closed,No,Internet Speed,Unresolved,internet speed issues with comcast and picture freezing issues when watching tv
366894,Systemic failures with Comcast,25-06-2015,25-Jun-15,7:32:10 PM,Internet,Fort Lauderdale,Florida,33312,Solved,No,Other/Technical,Resolved,systemic failures with comcast
265094,Comcast/Xfinity,29-04-2015,29-Apr-15,6:19:01 PM,Customer Care Call,Fort Lee,Virginia,23801,Closed,No,Other/Technical,Unresolved,comcastxfinity
232276,Comcast internet and lack of communication and response,13-04-2015,13-Apr-15,1:40:31 PM,Internet,Fort Myers,Florida,33919,Closed,No,Other/Technical,Unresolved,comcast internet and lack of communication and response
238647,billing issues,16-04-2015,16-Apr-15,9:43:28 AM,Internet,Fort Myers,Florida,33916,Closed,No,Billing/Charges,Unresolved,billing issues
320644,Comcast knowingly over billed,06-03-2015,06-Mar-15,11:38:03 AM,Internet,Fort Myers,Florida,33908,Closed,Yes,Billing/Charges,Unresolved,comcast knowingly over billed
336872,Horrible/Unacceptable Service of Comcast,06-12-2015,06-Dec-15,12:45:46 PM,Internet,Fort Myers,Florida,33907,Solved,No,Service/Network,Resolved,horribleunacceptable service of comcast
340024,Comcast overcharge,14-06-2015,14-Jun-15,4:01:56 PM,Customer Care Call,Fort Myers Beach,Florida,33931,Open,No,Billing/Charges,Unresolved,comcast overcharge
252542,Deceptive Trade,23-04-2015,23-Apr-15,1:42:46 PM,Internet,Fort Pierce,Florida,34982,Closed,No,Other/Technical,Unresolved,deceptive trade
263410,Comcast Demanding payment after cancellation,29-04-2015,29-Apr-15,9:48:22 AM,Customer Care Call,Fort Washington,Maryland,20744,Closed,No,Other/Technical,Unresolved,comcast demanding payment after cancellation
282159,No internet,05-09-2015,05-Sep-15,7:18:04 PM,Internet,Fort Washington,Maryland,20744,Solved,No,Other/Technical,Resolved,no internet
376020,Xfinity promise to pay me $300 to join,30-06-2015,30-Jun-15,7:48:57 PM,Internet,Fountain,Colorado,80817,Pending,No,Other/Technical,Unresolved,xfinity promise to pay me  to join
270026,Comcast issues,05-02-2015,05-Feb-15,1:16:53 PM,Customer Care Call,Franklin,Indiana,46131,Solved,No,Other/Technical,Resolved,comcast issues
213506,Internet Provider Data Thresholds,04-02-2015,04-Feb-15,8:09:54 AM,Internet,Franklin,Tennessee,37064,Closed,No,Other/Technical,Unresolved,internet provider data thresholds
212507,Comcast Cable,04-01-2015,04-Jan-15,3:54:43 PM,Internet,Franklin,Tennessee,37067,Closed,No,Other/Technical,Unresolved,comcast cable
283115,Comcast Data Cap,05-11-2015,05-Nov-15,11:03:58 AM,Customer Care Call,Franklin,Tennessee,37067,Solved,No,Other/Technical,Resolved,comcast data cap
288851,Comcast Data Caps,13-05-2015,13-May-15,8:45:21 PM,Internet,Franklin,Tennessee,37064,Open,No,Other/Technical,Unresolved,comcast data caps
305720,Comcast,25-05-2015,25-May-15,11:09:23 AM,Customer Care Call,Franklin,Tennessee,37067,Pending,No,Other/Technical,Unresolved,comcast
331090,Comcast data cap,06-09-2015,06-Sep-15,4:57:42 PM,Internet,Franklin,Tennessee,37064,Solved,No,Other/Technical,Resolved,comcast data cap
350160,Routine Outages / Speeds never as promised,18-06-2015,18-Jun-15,5:28:13 PM,Internet,Franklin,Tennessee,37069,Open,No,Internet Speed,Unresolved,routine outages  speeds never as promised
371119,Comcast business keeps moving my same-day trouble appointment to the next day,28-06-2015,28-Jun-15,4:48:51 PM,Internet,Franklin,Tennessee,37069,Open,No,Other/Technical,Unresolved,comcast business keeps moving my sameday trouble appointment to the next day
350504,Comcast cable company,18-06-2015,18-Jun-15,7:58:26 PM,Customer Care Call,Fraser,Michigan,48026,Solved,No,Other/Technical,Resolved,comcast cable company
345034,Comcast billing,17-06-2015,17-Jun-15,10:39:26 AM,Customer Care Call,Frederick,Colorado,80516,Solved,Yes,Billing/Charges,Resolved,comcast billing
290238,Lack of HBO Go Availability on Sony Devices with Xfinity Subscription,14-05-2015,14-May-15,3:21:17 PM,Internet,Frederick,Maryland,21701,Pending,No,Other/Technical,Unresolved,lack of hbo go availability on sony devices with xfinity subscription
362788,Overcharged $30 per month for 10 months straight,24-06-2015,24-Jun-15,4:48:55 PM,Internet,Frederick,Maryland,21702,Solved,No,Billing/Charges,Resolved,overcharged  per month for  months straight
362507,Raising my Rate,24-06-2015,24-Jun-15,3:53:22 PM,Customer Care Call,Fredericksburg,Virginia,22407,Solved,No,Other/Technical,Resolved,raising my rate
361633,Unfair Comcast Billing,24-06-2015,24-Jun-15,12:21:50 PM,Internet,Freeport,Illinois,61032,Open,No,Billing/Charges,Unresolved,unfair comcast billing
305399,Comcast fradulently gets contract signed by my wife,24-05-2015,24-May-15,5:15:10 PM,Customer Care Call,Fremont,California,94555,Open,Yes,Other/Technical,Unresolved,comcast fradulently gets contract signed by my wife
358861,Comcast charging me unrelated charges,23-06-2015,23-Jun-15,3:11:02 PM,Internet,Fremont,California,94538,Open,No,Billing/Charges,Unresolved,comcast charging me unrelated charges
358898,Ridiculous Charges,23-06-2015,23-Jun-15,3:18:26 PM,Customer Care Call,Fremont,California,94536,Solved,No,Billing/Charges,Resolved,ridiculous charges
240650,complaint against Comcast,16-04-2015,16-Apr-15,10:11:30 PM,Internet,Fresh Meadows,New York,11366,Closed,No,Other/Technical,Unresolved,complaint against comcast
307364,Arbitrary Price Increase,26-05-2015,26-May-15,2:03:20 PM,Internet,Fresno,California,93722,Solved,No,Other/Technical,Resolved,arbitrary price increase
349751,Comcast Billing Complaint,18-06-2015,18-Jun-15,3:56:11 PM,Internet,Fresno,California,93703,Solved,Yes,Billing/Charges,Resolved,comcast billing complaint
358360,Internet speed deteriation,23-06-2015,23-Jun-15,1:32:14 PM,Internet,Fresno,California,93704,Solved,No,Internet Speed,Resolved,internet speed deteriation
371463,Internet Speed on Wireless Connection,29-06-2015,29-Jun-15,4:37:17 AM,Internet,Fresno,California,93730,Solved,Yes,Internet Speed,Resolved,internet speed on wireless connection
342375,internet,15-06-2015,15-Jun-15,9:10:14 PM,Customer Care Call,Front Royal,Virginia,22630,Solved,No,Other/Technical,Resolved,internet
255922,intermittent internet,24-04-2015,24-Apr-15,4:34:42 PM,Internet,Fruitland Park,Florida,34731,Closed,No,Other/Technical,Unresolved,intermittent internet
366192,Deceptive trade,25-06-2015,25-Jun-15,4:12:23 PM,Internet,Ft Pierce,Florida,34982,Solved,No,Other/Technical,Resolved,deceptive trade
298980,Improper Billing and non resolution of issues,20-05-2015,20-May-15,12:46:31 PM,Customer Care Call,Ft. Lauderdale,Florida,33304,Open,No,Billing/Charges,Unresolved,improper billing and non resolution of issues
229103,Lost emails/billing,04-10-2015,04-Oct-15,2:53:15 PM,Customer Care Call,Ftlauderdale,Florida,33308,Closed,No,Billing/Charges,Unresolved,lost emailsbilling
329036,"Comcast/Xfinity Poor Service, Fraudulent Billing and Collection",06-08-2015,06-Aug-15,5:01:58 PM,Internet,Fulton,Maryland,20759,Open,No,Billing/Charges,Unresolved,comcastxfinity poor service fraudulent billing and collection
338283,monthly data caps,06-12-2015,06-Dec-15,7:31:37 PM,Customer Care Call,Gadsden,Alabama,35901,Solved,No,Other/Technical,Resolved,monthly data caps
373954,Comcast Data Charges,30-06-2015,30-Jun-15,7:29:08 AM,Internet,Gadsden,Alabama,35904,Pending,No,Billing/Charges,Unresolved,comcast data charges
231821,Inability to get access to internet through Comcast or AT&T,13-04-2015,13-Apr-15,11:10:02 AM,Customer Care Call,Gainesville,Georgia,30506,Closed,Yes,Other/Technical,Unresolved,inability to get access to internet through comcast or att
345472,paying for an upgrade that never took place,17-06-2015,17-Jun-15,12:43:04 PM,Internet,Gaithersburg,Maryland,20882,Closed,No,Other/Technical,Unresolved,paying for an upgrade that never took place
359714,"Bill issues, Internet and disability comcast prices",23-06-2015,23-Jun-15,6:26:49 PM,Customer Care Call,Gaithersburg,Maryland,20878,Open,No,Billing/Charges,Unresolved,bill issues internet and disability comcast prices
338412,Not receiving advertised speed,06-12-2015,06-Dec-15,8:43:21 PM,Internet,Galesburg,Michigan,49053,Closed,Yes,Internet Speed,Unresolved,not receiving advertised speed
360388,Xfinity Internet Speed,23-06-2015,23-Jun-15,10:39:59 PM,Customer Care Call,Galesburg,Michigan,49053,Open,No,Internet Speed,Unresolved,xfinity internet speed
234204,Comcast Billing,14-04-2015,14-Apr-15,11:27:59 AM,Internet,Gallatin,Tennessee,37066,Closed,No,Billing/Charges,Unresolved,comcast billing
257446,Nightly service interruption,25-04-2015,25-Apr-15,10:29:56 PM,Customer Care Call,Gallatin,Tennessee,37066,Closed,No,Service/Network,Unresolved,nightly service interruption
339095,Netflix is slow,13-06-2015,13-Jun-15,2:01:24 PM,Internet,Galveston,Texas,77550,Solved,No,Internet Speed,Resolved,netflix is slow
282011,comcast wont service my address,05-09-2015,05-Sep-15,3:47:52 PM,Customer Care Call,Gary,Indiana,46404,Solved,No,Service/Network,Resolved,comcast wont service my address
342665,cannot access my email or service at all,16-06-2015,16-Jun-15,9:51:17 AM,Customer Care Call,Gathersburg,Maryland,20877,Open,No,Service/Network,Unresolved,cannot access my email or service at all
266403,Xfinity/comcast Service,30-04-2015,30-Apr-15,1:13:47 PM,Customer Care Call,Germantown,Maryland,20876,Closed,No,Service/Network,Unresolved,xfinitycomcast service
215802,Unclear policies,04-03-2015,04-Mar-15,9:22:46 AM,Internet,Germantown,Tennessee,38138,Open,No,Other/Technical,Unresolved,unclear policies
331611,300GB/month Data Cap,06-09-2015,06-Sep-15,8:23:16 PM,Customer Care Call,Germantown,Tennessee,38139,Open,No,Other/Technical,Unresolved,gbmonth data cap
231199,Comcast/Xfinity- Paying for High speed service,04-12-2015,04-Dec-15,1:01:30 PM,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No,Internet Speed,Unresolved,comcastxfinity paying for high speed service
231200,Comcast/Xfinity- Paying for High speed service,04-12-2015,04-Dec-15,1:01:34 PM,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No,Internet Speed,Unresolved,comcastxfinity paying for high speed service
363615,Overage Charges,24-06-2015,24-Jun-15,10:28:37 PM,Customer Care Call,Glencoe,Alabama,35905,Pending,No,Billing/Charges,Unresolved,overage charges
297322,Comcast Internet and cable deals,19-05-2015,19-May-15,3:05:53 PM,Internet,Glendale Heights,Illinois,60139,Solved,No,Other/Technical,Resolved,comcast internet and cable deals
306807,Comcast bundle billing,26-05-2015,26-May-15,11:30:09 AM,Internet,Glendale Heights,Illinois,60139,Open,Yes,Billing/Charges,Unresolved,comcast bundle billing
360143,Comcast Internet Speed/Quality of Service and price,23-06-2015,23-Jun-15,8:52:54 PM,Customer Care Call,Glenview,Illinois,60025,Solved,Yes,Internet Speed,Resolved,comcast internet speedquality of service and price
360714,Internet bundled with TV,24-06-2015,24-Jun-15,1:29:54 AM,Internet,Gold Bar,Washington,98251,Solved,No,Other/Technical,Resolved,internet bundled with tv
215337,Consistent speed/connectivity with internet,04-02-2015,04-Feb-15,7:48:39 PM,Customer Care Call,Gold River,California,95670,Closed,No,Internet Speed,Unresolved,consistent speedconnectivity with internet
213355,Comcast is ignoring me now. They are making NO attempt to correct problems,04-01-2015,04-Jan-15,10:56:15 PM,Internet,Golden,Colorado,80401,Closed,No,Other/Technical,Unresolved,comcast is ignoring me now they are making no attempt to correct problems
367340,Data Caps,26-06-2015,26-Jun-15,2:37:30 AM,Internet,Goodlettsville,Tennessee,37072,Pending,No,Other/Technical,Unresolved,data caps
340148,n/a (b) (6),14-06-2015,14-Jun-15,7:26:28 PM,Internet,Goose Creek,South Carolina,29445,Solved,No,Other/Technical,Resolved,na b 
363920,Unfair billing practices,25-06-2015,25-Jun-15,8:45:19 AM,Customer Care Call,Goose Creek,South Carolina,29445,Solved,No,Billing/Charges,Resolved,unfair billing practices
362557,Comcast Bundle price,24-06-2015,24-Jun-15,4:00:49 PM,Internet,Grand Blanc,Michigan,48439,Solved,No,Other/Technical,Resolved,comcast bundle price
228419,Wrongful billing - repeated since December 2013,04-10-2015,04-Oct-15,11:34:55 AM,Customer Care Call,Grand Rapids,Michigan,49546,Closed,No,Billing/Charges,Unresolved,wrongful billing  repeated since december 
239170,Comcast has charged me invalid fee's and wont re-imburse me for them.,16-04-2015,16-Apr-15,12:56:49 PM,Internet,Grand Rapids,Michigan,49506,Closed,No,Billing/Charges,Unresolved,comcast has charged me invalid fees and wont reimburse me for them
223708,Comcast/Xfinity service,04-08-2015,04-Aug-15,11:48:30 AM,Customer Care Call,Grand Rapids,Michigan,49504,Closed,No,Service/Network,Unresolved,comcastxfinity service
253012,Comcast Bundled,23-04-2015,23-Apr-15,3:46:08 PM,Customer Care Call,Grand Rapids,Michigan,49507,Closed,Yes,Other/Technical,Unresolved,comcast bundled
341988,somewhat threatening phone calls,15-06-2015,15-Jun-15,5:54:51 PM,Customer Care Call,Grand Rapids,Michigan,49534,Closed,No,Other/Technical,Unresolved,somewhat threatening phone calls
339908,Data Cap overages,14-06-2015,14-Jun-15,1:09:16 PM,Internet,Grayson,Georgia,30017,Open,No,Other/Technical,Unresolved,data cap overages
266456,INTERNET VIRUS POP UP SCAM CLAIMING TO BE WITH COMCAST,30-04-2015,30-Apr-15,1:27:48 PM,Customer Care Call,Green Cove Springs,Florida,32043,Closed,No,Other/Technical,Unresolved,internet virus pop up scam claiming to be with comcast
252504,Intermittent internet connection,23-04-2015,23-Apr-15,1:33:41 PM,Internet,Greenacres,Florida,33463,Closed,No,Other/Technical,Unresolved,intermittent internet connection
333437,Raised my bill and told me to lower it back to what it was i would have to make a 24 month agreement,06-10-2015,06-Oct-15,5:24:08 PM,Customer Care Call,Greenfield,Indiana,46140,Solved,No,Billing/Charges,Resolved,raised my bill and told me to lower it back to what it was i would have to make a  month agreement
295997,Comcast,18-05-2015,18-May-15,8:00:03 PM,Internet,Greensburg,Pennsylvania,15601,Solved,No,Other/Technical,Resolved,comcast
225315,Comcast Internet,04-08-2015,04-Aug-15,7:55:18 PM,Customer Care Call,Greentown,Indiana,46936,Closed,No,Other/Technical,Unresolved,comcast internet
343555,Comcast,16-06-2015,16-Jun-15,2:44:41 PM,Customer Care Call,Greentown,Indiana,46936,Solved,No,Other/Technical,Resolved,comcast
